epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
252,30978.3,1.07788,2.09279,0.76692,1.12376,0.84991,0.76821,0.86488,0.61217,0.864,0.77134,0.86419,0.58939,0.85929,1.67192,0.76316,1.1055,0.0003434,0.0003434,0.0003434
253,31085.9,1.05251,2.04003,0.76869,1.13094,0.84115,0.78146,0.8659,0.61452,0.82926,0.79338,0.86934,0.58982,0.83579,1.66216,0.7742,1.09636,0.0003368,0.0003368,0.0003368
254,31188.8,1.01927,1.9693,0.76135,1.12705,0.85462,0.75276,0.86843,0.62654,0.86887,0.7606,0.87129,0.59352,0.82125,1.62113,0.77148,1.09105,0.0003302,0.0003302,0.0003302
255,31296.2,1.08837,2.14619,0.79024,1.13892,0.82672,0.78808,0.86875,0.62415,0.8346,0.79029,0.86491,0.6031,0.83979,1.58153,0.72417,1.09702,0.0003236,0.0003236,0.0003236
256,31405.2,1.06171,2.0549,0.75126,1.1231,0.83088,0.80258,0.87324,0.62518,0.84761,0.81457,0.87782,0.60574,0.84582,1.59097,0.71203,1.098,0.000317,0.000317,0.000317
257,31511.5,1.04979,1.99223,0.75135,1.12477,0.83673,0.80574,0.8809,0.62958,0.85048,0.81898,0.88298,0.60347,0.83322,1.64027,0.71575,1.10051,0.0003104,0.0003104,0.0003104
258,31618.6,1.0784,2.11181,0.76522,1.14371,0.82029,0.8234,0.87619,0.62972,0.86258,0.80795,0.87913,0.59947,0.81712,1.66027,0.7161,1.09539,0.0003038,0.0003038,0.0003038
259,31723.1,1.02855,1.90686,0.71155,1.10052,0.82065,0.81678,0.87547,0.6318,0.83439,0.82119,0.8679,0.60083,0.82067,1.64958,0.70806,1.09628,0.0002972,0.0002972,0.0002972
260,31829.4,1.07615,2.10935,0.77534,1.13384,0.81561,0.81043,0.87275,0.62621,0.81676,0.81678,0.86883,0.60894,0.86206,1.66396,0.6953,1.11884,0.0002906,0.0002906,0.0002906
261,31942.9,1.12545,2.15456,0.79796,1.15445,0.81045,0.81678,0.8715,0.62912,0.82058,0.81457,0.86663,0.61314,0.84014,1.64002,0.68506,1.10117,0.000284,0.000284,0.000284
262,32047.4,0.97169,1.87482,0.71648,1.102,0.80297,0.81457,0.87003,0.62977,0.8017,0.81015,0.86197,0.61339,0.81633,1.61331,0.69382,1.10293,0.0002774,0.0002774,0.0002774
263,32155.2,1.05729,2.05662,0.74749,1.12465,0.81124,0.79693,0.86801,0.63521,0.81727,0.78986,0.86566,0.61202,0.81082,1.53577,0.69554,1.09627,0.0002708,0.0002708,0.0002708
264,32270.1,1.04,2.00434,0.73981,1.11333,0.81453,0.76587,0.86409,0.63577,0.78707,0.79691,0.85505,0.60895,0.81815,1.53764,0.70286,1.08964,0.0002642,0.0002642,0.0002642
265,32405.9,0.9662,1.85085,0.70864,1.08563,0.83842,0.73731,0.85729,0.63225,0.81524,0.77042,0.85296,0.60542,0.79886,1.50698,0.71563,1.07022,0.0002576,0.0002576,0.0002576
266,32511.3,1.02503,2.01889,0.76667,1.12488,0.82607,0.75497,0.85457,0.63644,0.8531,0.75638,0.85863,0.60812,0.7708,1.536,0.71354,1.05384,0.000251,0.000251,0.000251
267,32615.4,1.00439,1.94325,0.70907,1.09828,0.81705,0.76898,0.86051,0.6356,0.83777,0.77704,0.86821,0.61109,0.76933,1.57161,0.70548,1.05637,0.0002444,0.0002444,0.0002444
268,32721.1,1.03376,2.0284,0.72469,1.12394,0.79733,0.79896,0.86431,0.63848,0.83212,0.79877,0.87003,0.61262,0.76791,1.58803,0.70585,1.04722,0.0002378,0.0002378,0.0002378
269,32828.8,1.03525,1.98778,0.71468,1.10641,0.81479,0.79634,0.86239,0.63701,0.83091,0.80275,0.86812,0.60928,0.77791,1.63962,0.69899,1.0545,0.0002312,0.0002312,0.0002312
270,32934.2,1.04773,2.01564,0.73978,1.13695,0.82556,0.79691,0.85916,0.63514,0.83931,0.80574,0.86447,0.60586,0.78934,1.61718,0.70112,1.06403,0.0002246,0.0002246,0.0002246
271,33038.3,1.08495,2.08948,0.77535,1.14198,0.83546,0.78463,0.85654,0.62675,0.84092,0.79348,0.86343,0.61342,0.81861,1.57788,0.70756,1.07673,0.000218,0.000218,0.000218
272,33144.3,1.06381,2.08073,0.75975,1.13352,0.8155,0.8001,0.85927,0.62616,0.82439,0.8083,0.86209,0.60208,0.81402,1.58795,0.71189,1.08907,0.0002114,0.0002114,0.0002114
273,33249.5,1.02237,2.01763,0.7235,1.10622,0.81804,0.81236,0.86273,0.62625,0.82471,0.81898,0.85951,0.59941,0.80961,1.63155,0.70898,1.08472,0.0002048,0.0002048,0.0002048
274,33351.9,1.05334,2.0604,0.76034,1.14616,0.82342,0.79691,0.86026,0.6227,0.83711,0.81015,0.86734,0.60623,0.8195,1.60435,0.70264,1.08451,0.0001982,0.0001982,0.0001982
275,33458.4,1.06528,2.08881,0.77331,1.13651,0.81679,0.79029,0.86294,0.62723,0.82716,0.80132,0.86605,0.60492,0.80713,1.624,0.70152,1.07392,0.0001916,0.0001916,0.0001916
276,33564.9,1.02552,1.93836,0.70963,1.11688,0.81694,0.79691,0.86849,0.63069,0.82525,0.81315,0.87069,0.61008,0.81089,1.63188,0.69571,1.07606,0.000185,0.000185,0.000185
277,33671.5,0.99938,1.88559,0.70359,1.10002,0.83299,0.80353,0.87135,0.63078,0.8406,0.81491,0.87519,0.61168,0.80832,1.63084,0.70426,1.07477,0.0001784,0.0001784,0.0001784
278,33784.8,1.05444,1.98735,0.72601,1.10691,0.83851,0.80574,0.87146,0.63439,0.84574,0.81236,0.87488,0.61303,0.81124,1.59804,0.69229,1.07468,0.0001718,0.0001718,0.0001718
279,33888.8,1.00855,1.91051,0.72045,1.10676,0.825,0.80132,0.87359,0.63331,0.83515,0.8052,0.87462,0.61202,0.82161,1.58901,0.68191,1.07463,0.0001652,0.0001652,0.0001652
280,33995.4,1.0373,2.04611,0.73597,1.11688,0.83533,0.80132,0.87533,0.6357,0.8408,0.81015,0.87318,0.60972,0.81402,1.60816,0.68036,1.07873,0.0001586,0.0001586,0.0001586
281,34099.1,0.98788,1.90285,0.71955,1.1156,0.8344,0.80132,0.87419,0.63628,0.83782,0.80966,0.87159,0.61238,0.80445,1.59066,0.68246,1.08299,0.000152,0.000152,0.000152
282,34204.5,1.0712,2.07959,0.76161,1.14577,0.84753,0.78808,0.8704,0.6347,0.83959,0.79721,0.86977,0.61449,0.80681,1.54826,0.68763,1.08468,0.0001454,0.0001454,0.0001454
283,34311.3,1.05524,2.05661,0.72516,1.10734,0.82967,0.78497,0.86907,0.63404,0.83789,0.79912,0.86862,0.61419,0.82147,1.52294,0.69028,1.08549,0.0001388,0.0001388,0.0001388
284,34417.3,0.99343,1.89504,0.73674,1.1114,0.83035,0.79029,0.86902,0.63745,0.83337,0.79691,0.86724,0.61633,0.82142,1.51066,0.68569,1.08323,0.0001322,0.0001322,0.0001322
285,34524.1,1.0374,1.96483,0.68364,1.09997,0.83322,0.78366,0.8673,0.63766,0.8288,0.79912,0.86517,0.61377,0.82455,1.51595,0.68847,1.08934,0.0001256,0.0001256,0.0001256
286,34630.1,1.01446,1.94264,0.70669,1.1013,0.83634,0.77704,0.86669,0.63565,0.83126,0.80795,0.86997,0.6153,0.81889,1.52053,0.69853,1.08013,0.000119,0.000119,0.000119
287,34735.4,1.02228,1.9313,0.70765,1.09799,0.8378,0.77537,0.86562,0.63854,0.84223,0.79029,0.86282,0.61381,0.81849,1.51018,0.69631,1.07538,0.0001124,0.0001124,0.0001124
288,34841.2,1.03611,1.98392,0.72776,1.12627,0.82863,0.78985,0.86886,0.63988,0.82406,0.80574,0.86351,0.61102,0.81519,1.48973,0.68966,1.07284,0.0001058,0.0001058,0.0001058
289,34947.4,1.08878,2.12831,0.77671,1.15209,0.82648,0.7947,0.86811,0.63666,0.82713,0.80353,0.86248,0.61224,0.81919,1.4804,0.68915,1.0754,9.92e-05,9.92e-05,9.92e-05
290,35052.3,1.02365,2.02537,0.74417,1.12533,0.83011,0.78738,0.86596,0.63331,0.83755,0.80353,0.8612,0.6095,0.8223,1.4928,0.69157,1.07345,9.26e-05,9.26e-05,9.26e-05
291,35150.6,0.89075,1.72663,0.6675,1.06164,0.80982,0.79691,0.86181,0.63181,0.8132,0.80574,0.85704,0.60539,0.82081,1.5161,0.69875,1.07236,8.6e-05,8.6e-05,8.6e-05
292,35248.8,0.89955,1.66144,0.63793,1.0585,0.82232,0.79249,0.85784,0.6299,0.82883,0.80132,0.8605,0.60475,0.82887,1.52359,0.70522,1.07877,7.94e-05,7.94e-05,7.94e-05
293,35345.8,0.90934,1.69786,0.62438,1.03836,0.82375,0.77379,0.855,0.63116,0.82967,0.78493,0.8596,0.60641,0.82727,1.51732,0.70977,1.07833,7.28e-05,7.28e-05,7.28e-05
294,35443.2,0.86183,1.61888,0.60363,1.04223,0.84262,0.76159,0.85515,0.63176,0.79716,0.8234,0.86067,0.61007,0.82826,1.53617,0.71203,1.0837,6.62e-05,6.62e-05,6.62e-05
295,35540.8,0.89163,1.54954,0.6221,1.03867,0.82156,0.77483,0.85375,0.63473,0.79131,0.82869,0.86257,0.60871,0.82736,1.56176,0.71153,1.08942,5.96e-05,5.96e-05,5.96e-05
296,35637.9,0.88686,1.58821,0.59307,1.04832,0.80887,0.78366,0.85627,0.63756,0.8148,0.81678,0.86554,0.61224,0.82347,1.55373,0.70542,1.09146,5.3e-05,5.3e-05,5.3e-05
297,35734.3,0.86485,1.58486,0.59581,1.03325,0.81986,0.79029,0.86224,0.64051,0.83253,0.80353,0.86801,0.61424,0.82332,1.55054,0.70408,1.092,4.64e-05,4.64e-05,4.64e-05
298,35831.4,0.86891,1.66539,0.59132,1.05765,0.83693,0.78366,0.85973,0.6394,0.83448,0.80574,0.86811,0.61598,0.82613,1.53023,0.70116,1.09281,3.98e-05,3.98e-05,3.98e-05
299,35927.6,0.87674,1.55633,0.58712,1.06658,0.83759,0.78555,0.86477,0.63957,0.82573,0.80353,0.86654,0.61352,0.83127,1.52063,0.69829,1.09723,3.32e-05,3.32e-05,3.32e-05
300,36024.2,0.90771,1.64586,0.60674,1.06525,0.83817,0.79029,0.86455,0.63806,0.83956,0.79912,0.86856,0.61522,0.83434,1.51567,0.69749,1.09762,2.66e-05,2.66e-05,2.66e-05
