epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
257,27268.2,0.98955,1.75506,0.70427,1.0916,0.875,0.75717,0.87694,0.63764,0.89959,0.75717,0.88178,0.62105,0.84328,1.60555,0.69621,1.09545,0.0003104,0.0003104,0.0003104
258,27375.6,1.00707,1.87484,0.71056,1.09766,0.86457,0.76098,0.87757,0.63244,0.87761,0.75982,0.8824,0.61674,0.83162,1.66212,0.71384,1.09054,0.0003038,0.0003038,0.0003038
259,27479.7,0.95654,1.60903,0.65626,1.05102,0.84662,0.76763,0.87348,0.63326,0.8534,0.78389,0.88129,0.61762,0.83836,1.63975,0.71265,1.09828,0.0002972,0.0002972,0.0002972
260,27584.8,0.9952,1.77345,0.72922,1.08639,0.82845,0.76758,0.8669,0.62561,0.83799,0.77641,0.87361,0.62085,0.86509,1.52799,0.72988,1.10151,0.0002906,0.0002906,0.0002906
261,27689.2,1.04298,1.85458,0.73901,1.10008,0.79183,0.77704,0.86153,0.62766,0.81103,0.79249,0.86441,0.6213,0.85684,1.4859,0.72194,1.10077,0.000284,0.000284,0.000284
262,27792.3,0.90587,1.61107,0.67833,1.06673,0.85852,0.75276,0.86526,0.6259,0.86839,0.74393,0.86867,0.61364,0.85343,1.55782,0.69732,1.11612,0.0002774,0.0002774,0.0002774
263,27898.9,0.96891,1.69459,0.67925,1.06898,0.78592,0.80795,0.86195,0.6182,0.83538,0.76177,0.86233,0.60303,0.8636,1.57991,0.68553,1.11898,0.0002708,0.0002708,0.0002708
264,28005.7,0.98705,1.78212,0.69869,1.0823,0.83762,0.766,0.8617,0.61769,0.83748,0.78587,0.86893,0.60671,0.8591,1.55154,0.6849,1.10326,0.0002642,0.0002642,0.0002642
265,28108.1,0.90872,1.55345,0.65841,1.05353,0.85345,0.74561,0.86252,0.62244,0.84922,0.77042,0.87082,0.60437,0.85396,1.5627,0.69856,1.0986,0.0002576,0.0002576,0.0002576
266,28210.7,0.96628,1.72126,0.71383,1.08593,0.83891,0.77483,0.866,0.6281,0.85134,0.79029,0.87271,0.60492,0.84468,1.63213,0.69338,1.09715,0.000251,0.000251,0.000251
267,28314,0.91746,1.61147,0.66027,1.04955,0.83073,0.75838,0.85916,0.62626,0.82495,0.81457,0.87668,0.61549,0.8119,1.58906,0.67145,1.08811,0.0002444,0.0002444,0.0002444
268,28419.2,0.94695,1.70017,0.67007,1.07614,0.8214,0.77704,0.86328,0.63462,0.83947,0.80804,0.88023,0.62087,0.8064,1.54998,0.66918,1.0794,0.0002378,0.0002378,0.0002378
269,28525.4,0.95658,1.68383,0.65768,1.06157,0.85364,0.77253,0.86342,0.62652,0.86096,0.77915,0.87199,0.61193,0.81614,1.5586,0.6739,1.08138,0.0002312,0.0002312,0.0002312
270,28630.4,0.95918,1.73253,0.68615,1.08484,0.82705,0.78116,0.85903,0.62019,0.83382,0.78643,0.86405,0.60835,0.84015,1.55996,0.68331,1.08805,0.0002246,0.0002246,0.0002246
271,28733.7,1.01444,1.77911,0.72406,1.10412,0.81302,0.80574,0.86253,0.62095,0.82351,0.79912,0.86568,0.60617,0.85017,1.52979,0.6853,1.09231,0.000218,0.000218,0.000218
272,28841.4,0.97734,1.75299,0.70129,1.0819,0.81303,0.81236,0.86712,0.62863,0.82895,0.81308,0.8765,0.61211,0.84582,1.57054,0.68277,1.10032,0.0002114,0.0002114,0.0002114
273,28945.8,0.9693,1.72481,0.67527,1.07522,0.80869,0.81185,0.86963,0.62964,0.82838,0.8311,0.87686,0.6227,0.84858,1.55791,0.6755,1.09988,0.0002048,0.0002048,0.0002048
274,29047.6,0.97541,1.76459,0.713,1.09892,0.86305,0.76513,0.87061,0.63402,0.82363,0.82119,0.87514,0.62551,0.8472,1.54105,0.6738,1.09552,0.0001982,0.0001982,0.0001982
275,29152.8,1.00003,1.7893,0.71859,1.09945,0.87736,0.75276,0.86902,0.63537,0.81657,0.82546,0.87262,0.62422,0.8325,1.58637,0.68497,1.09151,0.0001916,0.0001916,0.0001916
276,29258,0.93823,1.62509,0.65784,1.06956,0.82484,0.80045,0.87222,0.63775,0.83699,0.8161,0.87783,0.62376,0.82531,1.59596,0.66894,1.08532,0.000185,0.000185,0.000185
277,29361.9,0.93069,1.60198,0.64686,1.06176,0.84616,0.79912,0.87438,0.63898,0.84187,0.83002,0.87994,0.62511,0.82144,1.599,0.66968,1.0831,0.0001784,0.0001784,0.0001784
278,29467.1,0.96656,1.65638,0.65383,1.05814,0.84835,0.80574,0.87385,0.64251,0.85362,0.81099,0.88007,0.62972,0.8093,1.58849,0.659,1.07802,0.0001718,0.0001718,0.0001718
279,29569.5,0.93794,1.61717,0.66792,1.06558,0.80838,0.81898,0.87471,0.64037,0.81705,0.83801,0.87901,0.62985,0.82622,1.58208,0.66609,1.07989,0.0001652,0.0001652,0.0001652
280,29674.9,0.97679,1.70938,0.68246,1.07898,0.79877,0.83244,0.87219,0.6398,0.82433,0.82871,0.87517,0.62408,0.82518,1.56689,0.6823,1.08403,0.0001586,0.0001586,0.0001586
281,29781,0.92693,1.63334,0.67435,1.07729,0.81344,0.79912,0.86772,0.64299,0.82042,0.82561,0.87398,0.62317,0.80461,1.56458,0.6897,1.07939,0.000152,0.000152,0.000152
282,29886.2,1.00441,1.78876,0.70993,1.1046,0.79411,0.80885,0.86573,0.64226,0.81944,0.8234,0.87279,0.62339,0.80291,1.55483,0.69613,1.07883,0.0001454,0.0001454,0.0001454
283,29991.6,0.99063,1.73461,0.67458,1.06683,0.80375,0.81678,0.86829,0.63742,0.81678,0.83002,0.87193,0.62245,0.81637,1.53068,0.69233,1.07469,0.0001388,0.0001388,0.0001388
284,30095.7,0.91709,1.65961,0.68024,1.06891,0.80877,0.81227,0.87027,0.63879,0.82324,0.81898,0.87359,0.62554,0.81057,1.52408,0.68808,1.06786,0.0001322,0.0001322,0.0001322
285,30202.1,0.94962,1.65399,0.62908,1.04814,0.8167,0.79912,0.8721,0.64512,0.8357,0.80574,0.8751,0.62909,0.80642,1.53749,0.69143,1.0714,0.0001256,0.0001256,0.0001256
286,30307.9,0.9536,1.65935,0.65212,1.06533,0.80048,0.81015,0.87262,0.64526,0.85772,0.78146,0.87391,0.63048,0.81716,1.57018,0.70602,1.08781,0.000119,0.000119,0.000119
287,30412.8,0.96526,1.64139,0.66175,1.06161,0.85141,0.77159,0.87045,0.64107,0.87811,0.75497,0.87247,0.62862,0.82187,1.57383,0.69987,1.08909,0.0001124,0.0001124,0.0001124
288,30518.2,0.95439,1.65196,0.67194,1.07764,0.83255,0.77704,0.87007,0.64102,0.87887,0.75278,0.86952,0.62477,0.81599,1.55527,0.68729,1.08777,0.0001058,0.0001058,0.0001058
289,30626.7,1.00596,1.82159,0.71271,1.11001,0.80503,0.80353,0.87236,0.64099,0.81387,0.81236,0.87528,0.62624,0.82378,1.53482,0.68534,1.09175,9.92e-05,9.92e-05,9.92e-05
290,30731.7,0.95339,1.7475,0.68164,1.08825,0.80802,0.82692,0.87296,0.63856,0.82283,0.84068,0.88046,0.62762,0.82498,1.50586,0.6809,1.08119,9.26e-05,9.26e-05,9.26e-05
291,30830.6,0.81902,1.36354,0.59013,1.01653,0.83667,0.81421,0.87055,0.63453,0.83865,0.82611,0.87818,0.62436,0.82849,1.50785,0.68077,1.08345,8.6e-05,8.6e-05,8.6e-05
292,30928.4,0.81206,1.35307,0.57591,1.01552,0.822,0.81457,0.86868,0.62987,0.831,0.81407,0.87297,0.61951,0.81956,1.50306,0.67327,1.07608,7.94e-05,7.94e-05,7.94e-05
293,31025.4,0.83081,1.40257,0.56742,0.99495,0.81864,0.81236,0.86913,0.62908,0.83151,0.82119,0.87864,0.61677,0.81751,1.50592,0.67492,1.07704,7.28e-05,7.28e-05,7.28e-05
294,31123.4,0.79132,1.29541,0.5569,1.00802,0.8151,0.81457,0.86736,0.62586,0.82641,0.82561,0.87664,0.61801,0.8235,1.51029,0.68113,1.08059,6.62e-05,6.62e-05,6.62e-05
295,31219.6,0.81413,1.30185,0.58156,0.99863,0.81219,0.80132,0.86514,0.62922,0.82616,0.80574,0.87251,0.62087,0.82338,1.52235,0.68484,1.0839,5.96e-05,5.96e-05,5.96e-05
296,31316.6,0.80666,1.29103,0.53212,0.99877,0.80147,0.81457,0.86744,0.63229,0.8187,0.82119,0.87389,0.62453,0.82068,1.53315,0.67868,1.08626,5.3e-05,5.3e-05,5.3e-05
297,31413.3,0.80241,1.31681,0.53457,0.99615,0.794,0.80795,0.86885,0.63292,0.80645,0.81898,0.87331,0.62318,0.82025,1.53721,0.67551,1.08723,4.64e-05,4.64e-05,4.64e-05
298,31510.3,0.78139,1.2954,0.5306,1.00877,0.7929,0.81137,0.86973,0.63321,0.81954,0.81457,0.87607,0.62083,0.82366,1.53138,0.67272,1.09083,3.98e-05,3.98e-05,3.98e-05
299,31606.1,0.77065,1.26116,0.52299,1.00742,0.79614,0.79691,0.86977,0.63516,0.81735,0.81236,0.8762,0.62111,0.82349,1.53495,0.66999,1.08994,3.32e-05,3.32e-05,3.32e-05
300,31702.3,0.81533,1.29234,0.53887,1.01913,0.80024,0.79691,0.86906,0.63446,0.82249,0.79781,0.8759,0.62226,0.81965,1.52378,0.66768,1.08695,2.66e-05,2.66e-05,2.66e-05
